birthDate,draftOverall,draftYear,height,nationalityCode,playerId,shootsCatches,weight,positionCode,Name
1993-12-18,,,74,USA,8479292,R,190,G,Charlie Lindgren
1996-05-25,145.0,2015.0,76,CZE,8478872,R,221,G,Karel Vejmelka
1996-02-10,,,73,RUS,8480382,L,178,G,Alexandar Georgiev
1984-11-28,1.0,2003.0,74,CAN,8470594,L,185,G,Marc-Andre Fleury
1991-11-25,112.0,2010.0,73,DEU,8475831,L,188,G,Philipp Grubauer
2001-03-30,,,72,CAN,8482982,L,188,G,Jet Greaves
1992-02-14,141.0,2010.0,74,CZE,8475852,L,192,G,Petr Mrazek
1999-11-10,72.0,2018.0,76,CZE,8480819,L,211,G,Jakub Skarek
2000-03-11,64.0,2018.0,76,FIN,8481020,L,210,G,Justus Annunen
1986-01-21,72.0,2005.0,73,USA,8471734,L,219,G,Jonathan Quick
2000-09-03,67.0,2019.0,78,SWE,8481707,L,218,G,Erik Portillo
1989-09-16,122.0,2008.0,72,CAN,8474682,L,198,G,Dustin Tokarski
1999-03-27,86.0,2017.0,77,RUS,8480193,L,203,G,Daniil Tarasov
1992-04-15,49.0,2010.0,73,CAN,8475717,L,206,G,Calvin Pickard
1990-05-05,161.0,2009.0,77,CAN,8475311,L,215,G,Darcy Kuemper
1998-06-07,55.0,2016.0,74,SWE,8479406,L,184,G,Filip Gustavsson
1995-11-07,,,71,USA,8482411,L,225,G,Hunter Shepard
1998-12-18,26.0,2017.0,78,USA,8479979,L,225,G,Jake Oettinger
2000-03-04,,,73,CAN,8484293,L,181,G,Yaniv Perets
1996-10-30,77.0,2015.0,75,CAN,8478470,L,218,G,Sam Montembeault
2000-07-06,62.0,2018.0,73,CAN,8480885,L,158,G,Olivier Rodrigue
1987-07-05,,,75,CAN,8475660,L,202,G,Cam Talbot
2002-08-13,71.0,2020.0,74,FIN,8482447,L,196,G,Leevi Meriläinen
1998-11-24,111.0,2017.0,75,USA,8480280,L,195,G,Jeremy Swayman
1998-11-01,78.0,2017.0,76,CAN,8479973,L,215,G,Stuart Skinner
2001-04-16,214.0,2019.0,72,USA,8481692,L,166,G,Dustin Wolf
2002-11-14,20.0,2021.0,75,SWE,8482661,L,214,G,Jesper Wallstedt
1997-02-25,,,76,CAN,8480313,R,207,G,Logan Thompson
1995-09-19,61.0,2014.0,77,SWE,8477992,L,220,G,Jonas Johansson
1999-08-19,,,75,SWE,8482821,L,180,G,Arvid Soderblom
1990-01-31,31.0,2008.0,78,SWE,8474593,L,207,G,Jacob Markstrom
1990-08-07,34.0,2008.0,74,CAN,8474596,L,197,G,Jake Allen
2000-10-03,,,76,SWE,8484910,L,205,G,Victor Ostman
1997-03-31,88.0,2016.0,73,CAN,8478971,L,218,G,Connor Ingram
1995-07-06,59.0,2013.0,73,CAN,8477480,L,190,G,Eric Comrie
1999-03-03,,,76,CAN,8483532,L,195,G,Clay Stevenson
1993-07-31,163.0,2012.0,76,SWE,8476999,L,223,G,Linus Ullmark
2000-07-30,107.0,2018.0,77,CAN,8480981,L,193,G,Joel Hofer
1995-08-04,78.0,2014.0,75,RUS,8478009,L,189,G,Ilya Sorokin
1995-04-28,,,74,FIN,8480947,L,190,G,Kevin Lankinen
1991-08-13,,,72,USA,8479193,L,188,G,Casey DeSmith
1997-08-20,75.0,2015.0,77,CZE,8478435,L,209,G,Dan Vladar
1996-01-07,37.0,2014.0,72,USA,8477968,L,205,G,Alex Nedeljkovic
1988-03-15,99.0,2006.0,74,CAN,8473503,L,200,G,James Reimer
2000-12-22,84.0,2020.0,76,CAN,8482076,L,205,G,Nico Daws
1992-08-14,84.0,2010.0,74,CAN,8475809,L,201,G,Scott Wedgewood
1994-05-25,83.0,2012.0,77,CAN,8476899,L,220,G,Matt Murray
1994-04-13,76.0,2014.0,75,LVA,8478007,L,190,G,Elvis Merzlikins
1998-06-07,55.0,2016.0,74,SWE,8479406,L,184,G,Filip Gustavsson
2002-11-21,15.0,2021.0,78,CAN,8482657,L,221,G,Sebastian Cossa
1993-07-14,39.0,2011.0,75,USA,8476434,L,209,G,John Gibson
1994-01-20,45.0,2012.0,78,USA,8476932,L,248,G,Anthony Stolarz
1995-07-06,59.0,2013.0,73,CAN,8477480,L,190,G,Eric Comrie
1998-12-18,26.0,2017.0,78,USA,8479979,L,225,G,Jake Oettinger
1997-01-06,111.0,2015.0,76,CZE,8478848,L,190,G,Ales Stezka
1998-11-01,78.0,2017.0,76,CAN,8479973,L,215,G,Stuart Skinner
2001-08-19,122.0,2022.0,79,SWE,8483710,L,231,G,Dennis Hildeby
2000-06-22,85.0,2018.0,74,CZE,8480843,L,190,G,Lukas Dostal
1991-08-13,,,72,USA,8479193,L,188,G,Casey DeSmith
1999-04-27,,,75,USA,8483530,L,174,G,Jaxson Stauber
1995-02-06,94.0,2014.0,75,FIN,8478024,L,205,G,Ville Husso
1984-11-28,1.0,2003.0,74,CAN,8470594,L,185,G,Marc-Andre Fleury
1998-07-12,62.0,2016.0,75,USA,8479361,L,212,G,Joseph Woll
1999-10-20,143.0,2018.0,75,SWE,8481035,L,194,G,Samuel Ersson
1996-08-16,109.0,2014.0,74,FIN,8478039,L,217,G,Kaapo Kahkonen
1996-10-30,77.0,2015.0,75,CAN,8478470,L,218,G,Sam Montembeault
1999-12-15,,,77,RUS,8484312,L,207,G,Georgi Romanov
