birthDate,draftOverall,draftYear,height,nationalityCode,playerId,shootsCatches,weight,positionCode,Name
1993-11-05,50.0,2012.0,73,CAN,8476925,R,200,C,Colton Sissons
2000-06-29,58.0,2018.0,73,SWE,8480842,L,203,C,Filip Hallander
1999-08-16,11.0,2017.0,75,CAN,8480014,R,216,C,Gabriel Vilardi
1999-09-21,40.0,2018.0,75,CAN,8480802,L,204,C,Ryan McLeod
2002-11-14,55.0,2021.0,76,CAN,8482861,R,220,D,Vincent Iorio
1994-08-07,60.0,2012.0,74,CAN,8476923,R,204,D,Damon Severson
1994-03-09,67.0,2012.0,74,USA,8476907,L,193,L,Mackenzie MacEachern
1991-11-14,1.0,2010.0,73,CAN,8475791,L,210,L,Taylor Hall
1997-05-21,154.0,2015.0,73,USA,8478507,R,200,D,John Marino
2001-04-20,166.0,2019.0,71,USA,8481569,L,195,D,Marshall Warren
1988-05-11,71.0,2006.0,69,CAN,8473419,L,180,L,Brad Marchand
2001-10-02,69.0,2020.0,75,RUS,8482100,L,218,D,Alexander Nikishin
1994-04-07,,,70,CAN,8479442,R,184,D,Troy Stecher
2001-03-26,47.0,2019.0,75,USA,8481563,R,208,D,Drew Helleson
1994-09-11,18.0,2012.0,71,FIN,8476882,L,191,C,Teuvo Teravainen
2001-02-24,95.0,2019.0,71,CAN,8481606,R,188,D,Jordan Spence
1997-12-04,15.0,2016.0,72,USA,8479316,R,197,C,Luke Kunin
2000-03-01,200.0,2018.0,73,CAN,8481006,L,204,D,Tyler Tucker
1996-03-23,,,71,FIN,8481641,L,185,L,Joel Kiviranta
2001-04-05,12.0,2019.0,74,USA,8481557,L,201,L,Matt Boldy
1998-05-12,47.0,2016.0,70,CAN,8479398,L,170,D,Samuel Girard
1993-05-01,179.0,2011.0,73,CAN,8476331,R,194,D,Dylan DeMelo
1996-03-29,17.0,2014.0,76,CAN,8477948,L,222,D,Travis Sanheim
2003-09-10,34.0,2021.0,70,CAN,8482803,L,193,D,Olen Zellweger
2001-01-06,91.0,2019.0,78,BLR,8481656,L,250,C,Aliaksei Protas
1990-10-06,24.0,2009.0,73,SWE,8475149,L,203,L,Marcus Johansson
2001-01-28,16.0,2019.0,71,CAN,8481618,L,200,C,Alex Newhook
2001-01-04,60.0,2019.0,72,SWE,8481607,L,195,D,Albert Johansson
1999-10-12,120.0,2018.0,72,CHE,8480798,L,190,C,Philipp Kurashev
1997-01-25,5.0,2015.0,75,USA,8478396,L,206,D,Noah Hanifin
2001-01-15,25.0,2019.0,72,CAN,8481580,L,180,C,Connor McMichael
2005-01-21,27.0,2023.0,74,CAN,8484221,R,200,C,Calum Ritchie
1997-02-16,50.0,2015.0,78,USA,8478413,L,231,L,Jordan Greenway
1999-01-11,,,72,USA,8483531,R,207,L,Brian Halonen
1997-02-09,120.0,2015.0,73,CAN,8478472,L,189,R,Mathieu Joseph
2001-04-25,81.0,2019.0,75,CAN,8481655,R,210,R,Cole Schwindt
1999-11-16,115.0,2018.0,74,USA,8481032,L,213,L,Paul Cotter
1997-04-02,26.0,2015.0,74,CAN,8478454,R,201,D,Noah Juulsen
1998-09-17,49.0,2017.0,71,CAN,8479983,L,200,D,Mario Ferraro
1999-08-25,63.0,2017.0,71,SWE,8480188,R,208,L,Fabian Zetterlund
1996-09-20,58.0,2015.0,75,SWE,8478831,R,213,C,Kevin Stenlund
1994-03-09,5.0,2012.0,73,CAN,8476853,L,219,D,Morgan Rielly
1998-06-25,9.0,2016.0,75,RUS,8479410,L,212,D,Mikhail Sergachev
1994-01-05,14.0,2012.0,75,LVA,8476878,L,197,C,Zemgus Girgensons
2002-10-18,5.0,2021.0,72,CAN,8482660,L,170,C,Kent Johnson
1994-08-10,,,73,USA,8479944,L,203,C,Zach Aston-Reese
1999-05-14,27.0,2017.0,72,CAN,8480028,L,193,C,Morgan Frost
2000-01-04,131.0,2018.0,72,USA,8481056,L,184,D,Spencer Stastney
1995-04-16,16.0,2013.0,79,RUS,8477507,L,255,D,Nikita Zadorov
1998-11-15,,,71,USA,8483570,L,194,C,Ben Meyers
1993-04-20,147.0,2012.0,75,CAN,8477018,L,209,D,Ben Hutton
2002-01-18,16.0,2020.0,75,CAN,8482087,L,202,D,Kaiden Guhle
1993-07-28,,,71,CAN,8478542,R,182,C,Evan Rodrigues
1996-05-15,128.0,2014.0,75,USA,8478057,L,218,C,Dakota Joshua
2002-10-17,57.0,2021.0,75,USA,8482720,L,232,L,Matthew Knies
1990-05-15,22.0,2008.0,71,CAN,8474586,R,180,R,Jordan Eberle
1996-05-12,16.0,2014.0,72,USA,8477947,L,205,L,Sonny Milano
1998-10-30,36.0,2017.0,73,SWE,8480003,L,191,C,Jesper Boqvist
1992-02-04,144.0,2010.0,72,CAN,8475842,R,202,C,Sam Carrick
1988-11-19,1.0,2007.0,70,USA,8474141,L,176,R,Patrick Kane
2000-10-26,79.0,2019.0,73,RUS,8481604,L,194,R,Pavel Dorofeyev
1996-05-25,25.0,2014.0,72,CZE,8477956,R,199,R,David Pastrnak
2003-02-05,6.0,2021.0,78,SWE,8482762,L,222,D,Simon Edvinsson
2002-03-09,31.0,2020.0,70,CAN,8482103,R,183,C,Ozzy Wiesblatt
1990-06-05,66.0,2010.0,72,CZE,8475462,R,208,D,Radko Gudas
2002-03-24,87.0,2020.0,72,CAN,8482088,R,195,R,Justin Sourdif
1995-12-14,33.0,2014.0,72,RUS,8477964,L,203,L,Ivan Barbashev
1996-04-01,67.0,2014.0,74,CAN,8477998,L,204,L,Warren Foegele
2000-07-07,71.0,2018.0,72,USA,8480887,L,189,D,Jordan Harris
1996-10-28,2.0,2015.0,74,USA,8478403,R,208,C,Jack Eichel
1997-10-30,26.0,2016.0,78,USA,8479420,R,220,C,Tage Thompson
1994-04-03,169.0,2012.0,70,USA,8476994,R,183,C,Vincent Hinostroza
1994-07-29,,,73,CAN,8477070,L,215,C,Liam O'Brien
1991-10-07,160.0,2011.0,75,CAN,8476312,R,218,D,Josh Manson
1998-06-15,169.0,2017.0,76,USA,8480246,R,206,D,Nick Perbix
2001-09-07,90.0,2019.0,69,USA,8481562,L,175,D,Domenick Fensore
1989-11-02,5.0,2008.0,74,CAN,8474568,R,225,D,Luke Schenn
1990-07-03,152.0,2009.0,75,USA,8475314,L,234,L,Anders Lee
2003-11-28,6.0,2022.0,76,CZE,8483460,R,204,D,David Jiricek
1991-12-01,,,71,USA,8478569,R,204,C,Noel Acciari
2002-11-14,13.0,2021.0,70,USA,8482679,R,183,R,Matt Coronato
2004-04-27,17.0,2022.0,71,FIN,8483465,R,182,R,Joakim Kemell
2003-02-16,50.0,2021.0,70,RUS,8482787,L,170,R,Nikita Chibrikov
1995-03-28,3.0,2013.0,71,CAN,8477494,L,189,L,Jonathan Drouin
2001-02-01,210.0,2019.0,75,FIN,8481704,L,207,C,Juuso Parssinen
1996-05-15,,,73,USA,8478970,R,209,D,Jalen Chatfield
2004-01-05,4.0,2022.0,72,CAN,8483524,R,192,C,Shane Wright
1995-07-04,55.0,2013.0,71,FIN,8477476,L,179,L,Artturi Lehkonen
1992-06-25,14.0,2010.0,70,CAN,8475768,L,185,L,Jaden Schwartz
1991-08-22,5.0,2009.0,73,CAN,8475170,L,200,C,Brayden Schenn
2003-05-02,135.0,2022.0,74,RUS,8483733,L,210,R,Nikita Grebenkin
2000-03-30,,,75,RUS,8481178,L,200,D,Egor Zamula
2000-09-10,114.0,2019.0,77,RUS,8481716,L,234,L,Dmitri Voronkov
2002-11-22,1.0,2021.0,78,CAN,8482671,L,226,D,Owen Power
1997-01-30,18.0,2015.0,73,CAN,8478469,L,200,D,Thomas Chabot
1994-08-22,22.0,2012.0,74,FIN,8476874,L,207,D,Olli Määttä
2003-08-06,150.0,2021.0,72,CAN,8482749,L,192,R,Joshua Roy
1991-03-23,182.0,2009.0,71,FIN,8475287,L,191,L,Erik Haula
2002-07-03,173.0,2022.0,72,USA,8483752,L,190,C,Dominic James
2000-01-03,,,77,USA,8480825,R,218,R,Patrick Giles
1985-03-09,20.0,2003.0,77,CAN,8470613,R,228,D,Brent Burns
1994-05-23,74.0,2012.0,75,FIN,8476902,L,217,D,Esa Lindell
1996-02-28,,,73,CAN,8478178,R,202,D,Darren Raddysh
2005-02-06,15.0,2023.0,76,CAN,8484241,R,202,R,Matthew Wood
1993-07-20,68.0,2011.0,71,CAN,8476393,L,191,C,Nick Cousins
1991-04-30,19.0,2009.0,75,USA,8475184,L,232,L,Chris Kreider
1991-11-28,75.0,2011.0,71,USA,8476399,L,199,L,Blake Coleman
1992-05-11,80.0,2010.0,71,USA,8475810,R,202,R,Bryan Rust
1993-07-13,98.0,2011.0,74,USA,8476422,L,191,D,Mike Reilly
2002-04-08,6.0,2020.0,71,CAN,8482142,R,185,D,Jamie Drysdale
1995-07-18,181.0,2014.0,71,SWE,8478109,L,180,L,Victor Olofsson
2001-01-26,17.0,2019.0,72,CAN,8481522,L,188,C,Peyton Krebs
2000-06-27,55.0,2018.0,78,CAN,8480860,L,230,D,Kevin Bahl
2001-02-01,21.0,2020.0,73,RUS,8482475,L,203,R,Yegor Chinakhov
1998-03-17,34.0,2016.0,75,USA,8479369,R,214,D,Andrew Peeke
1999-05-05,19.0,2017.0,74,USA,8480064,L,196,C,Josh Norris
2002-08-30,121.0,2021.0,71,CAN,8482206,R,180,R,Ethan Cardwell
1985-09-17,1.0,2004.0,75,RUS,8471214,R,238,L,Alex Ovechkin
2002-05-26,159.0,2022.0,75,USA,8483768,R,229,D,Victor Mancini
1993-04-16,101.0,2011.0,77,USA,8476425,L,225,C,Joseph LaBate
1997-07-15,72.0,2015.0,73,CAN,8478519,L,193,C,Anthony Cirelli
1995-06-14,,,74,USA,8480762,L,220,L,Eric Robinson
2003-05-14,23.0,2021.0,73,CAN,8482740,R,187,C,Wyatt Johnston
1995-02-09,23.0,2013.0,75,SWE,8477444,L,203,L,Andre Burakovsky
1995-06-18,,,77,CAN,8478975,L,212,L,Mason Marchment
2002-01-18,23.0,2020.0,74,CAN,8482159,R,215,R,Tyson Foerster
1988-01-12,22.0,2006.0,71,CAN,8473512,R,186,R,Claude Giroux
2002-01-23,7.0,2020.0,72,SWE,8482125,R,198,R,Alexander Holtz
1998-02-15,20.0,2016.0,74,CAN,8479395,L,210,D,Dennis Cholowski
1998-10-05,,,75,FIN,8484321,R,213,D,Nikolas Matinpalo
2004-01-14,13.0,2022.0,70,USA,8483493,R,190,C,Frank Nazar
1998-04-19,2.0,2016.0,76,FIN,8479339,R,208,L,Patrik Laine
1999-04-22,30.0,2017.0,70,FIN,8480009,L,182,R,Eeli Tolvanen
2000-07-20,,,69,USA,8484135,R,181,C,Parker Ford
1995-08-03,26.0,2013.0,74,CAN,8477447,L,197,D,Shea Theodore
2002-01-08,30.0,2020.0,71,CAN,8482145,R,187,C,Mavrik Bourque
2003-01-04,62.0,2021.0,76,CAN,8482703,L,196,C,Colton Dach
1996-10-03,149.0,2015.0,73,USA,8478874,R,190,R,Adam Gaudette
1995-02-24,58.0,2013.0,74,CAN,8477479,L,200,L,Tyler Bertuzzi
1999-09-16,4.0,2018.0,76,USA,8480801,L,226,L,Brady Tkachuk
2007-04-19,11.0,2025.0,71,CAN,8485414,R,182,C,Ben Kindel
1994-02-21,108.0,2014.0,73,CAN,8478038,L,191,D,Devon Toews
1997-05-29,,,74,CAN,8479661,L,221,L,Tanner Jeannot
2001-01-30,,,76,CAN,8482964,L,240,D,Arber Xhekaj
1998-02-05,,,71,USA,8483573,R,188,C,Ethen Frank
1998-06-20,17.0,2016.0,72,CAN,8479371,R,200,D,Dante Fabbro
1997-11-02,53.0,2016.0,72,CZE,8479425,R,190,D,Filip Hronek
2000-03-12,75.0,2018.0,76,SWE,8480840,L,207,C,Oskar Bäck
1993-03-14,15.0,2011.0,72,USA,8476468,L,211,C,J.T. Miller
1997-05-26,16.0,2015.0,73,CAN,8478445,R,186,C,Mathew Barzal
1996-06-12,126.0,2014.0,73,SWE,8478055,L,199,D,Gustav Forsling
2005-01-21,8.0,2023.0,73,USA,8484186,R,205,R,Ryan Leonard
2001-01-29,41.0,2019.0,75,CAN,8481527,R,206,D,Kaedan Korczak
2003-04-15,31.0,2021.0,75,CAN,8482733,R,212,D,Logan Mailloux
1998-07-20,67.0,2017.0,75,CAN,8479987,R,212,C,Morgan Geekie
1998-01-26,,,73,USA,8482070,R,197,R,Mitchell Chaffee
1994-05-01,120.0,2012.0,75,USA,8476958,L,207,D,Jaccob Slavin
2006-06-07,11.0,2024.0,75,CAN,8484806,L,200,D,Sam Dickinson
1996-07-30,15.0,2014.0,73,USA,8477946,L,204,C,Dylan Larkin
1999-10-20,10.0,2018.0,75,CAN,8480803,R,192,D,Evan Bouchard
1991-10-15,30.0,2010.0,76,USA,8475754,L,205,C,Brock Nelson
1994-09-20,30.0,2013.0,72,USA,8477451,R,197,R,Ryan Hartman
1999-01-15,12.0,2017.0,75,CZE,8480039,R,195,C,Martin Necas
1997-08-13,63.0,2015.0,75,CAN,8478476,L,194,D,Kyle Capobianco
1996-08-02,62.0,2014.0,75,CAN,8477993,L,183,C,Justin Kirkland
1997-01-29,25.0,2015.0,73,USA,8478458,R,198,C,Jack Roslovic
1997-02-11,121.0,2015.0,73,USA,8478854,L,200,D,Ryan Shea
1996-09-11,118.0,2016.0,72,USA,8479525,L,194,C,Ross Colton
1995-03-04,10.0,2013.0,76,RUS,8477501,L,210,R,Valeri Nichushkin
1996-11-28,,,74,CAN,8480727,R,210,D,Zach Whitecloud
1998-08-31,,,75,CAN,8481491,R,198,C,Noah Philp
2000-06-23,150.0,2020.0,75,USA,8482516,R,212,D,Matthew Kessel
2005-06-15,10.0,2023.0,73,SVK,8484164,L,207,R,Dalibor Dvorsky
2003-12-22,24.0,2022.0,73,RUS,8483525,L,178,R,Danila Yurov
1989-05-08,13.0,2007.0,74,DNK,8474189,L,207,C,Lars Eller
1993-06-15,37.0,2011.0,74,CAN,8476432,L,204,C,Boone Jenner
1990-01-10,27.0,2008.0,75,USA,8474590,R,220,D,John Carlson
1999-11-06,23.0,2018.0,73,SWE,8480806,L,192,C,Isac Lundestrom
1989-09-14,77.0,2007.0,73,CAN,8473986,L,205,L,Alex Killorn
2000-08-06,67.0,2018.0,76,USA,8480831,R,211,D,Alec Regula
1991-11-01,31.0,2010.0,74,USA,8475752,R,199,C,Tyler Pitlick
2007-09-05,1.0,2025.0,74,CAN,8485366,L,186,D,Matthew Schaefer
1993-05-01,,,72,CAN,8477919,R,184,C,Freddy Gaudreau
1996-11-26,37.0,2015.0,77,USA,8478443,R,227,D,Brandon Carlo
1991-09-25,51.0,2010.0,72,SWE,8475714,R,193,C,Calle Jarnkrok
2000-03-07,29.0,2018.0,71,SWE,8480873,L,189,D,Rasmus Sandin
2001-12-26,36.0,2020.0,74,USA,8482118,R,213,R,Sam Colangelo
1996-01-29,65.0,2014.0,74,FIN,8477996,L,191,C,Juho Lammikko
1996-06-20,4.0,2014.0,73,CAN,8477935,L,193,C,Sam Bennett
2000-07-16,33.0,2018.0,71,SWE,8481013,L,195,R,Jonatan Berggren
1994-07-25,7.0,2012.0,72,CAN,8476856,R,191,D,Mathew Dumba
1994-07-08,104.0,2013.0,73,USA,8477429,L,200,C,Andrew Copp
1992-11-12,4.0,2011.0,75,SWE,8476457,R,207,D,Adam Larsson
1993-02-26,,,74,CAN,8476624,L,210,C,Barclay Goodrow
1991-07-17,6.0,2009.0,74,SWE,8475171,L,190,D,Oliver Ekman-Larsson
2006-01-28,3.0,2024.0,75,CAN,8484762,R,206,R,Beckett Sennecke
1990-05-27,198.0,2009.0,74,USA,8475343,R,195,C,Nic Dowd
1999-06-25,113.0,2017.0,78,RUS,8480281,L,225,R,Alexey Toropchenko
1997-07-11,,,76,RUS,8482624,R,207,D,Daniil Miromanov
1999-09-05,21.0,2017.0,74,CZE,8480078,L,210,C,Filip Chytil
1989-03-12,71.0,2007.0,71,RUS,8474149,L,188,L,Evgenii Dadonov
2000-07-21,49.0,2018.0,75,RUS,8480893,R,201,R,Kirill Marchenko
1996-05-10,18.0,2014.0,76,USA,8477949,R,219,R,Alex Tuch
1998-02-02,,,78,CAN,8479638,R,232,R,Justin Brazeau
1996-07-23,22.0,2014.0,73,FIN,8477953,R,194,R,Kasperi Kapanen
1993-01-20,133.0,2011.0,74,USA,8476374,L,208,C,Sean Kuraly
1993-03-28,194.0,2011.0,68,USA,8476278,R,181,C,Colin Blackwell
1997-04-06,6.0,2015.0,76,CZE,8478401,L,211,C,Pavel Zacha
2004-02-03,33.0,2022.0,72,CAN,8483424,R,199,C,Owen Beck
1999-08-24,168.0,2017.0,71,SWE,8480245,L,197,R,Olle Lycksell
1996-12-14,39.0,2015.0,75,CAN,8478421,L,209,L,A.J. Greer
1994-05-30,20.0,2012.0,73,CAN,8476872,L,190,C,Scott Laughton
1998-09-29,22.0,2017.0,69,USA,8479977,R,178,R,Kailer Yamamoto
1991-02-07,33.0,2009.0,73,CAN,8475158,L,207,C,Ryan O'Reilly
2002-11-14,52.0,2021.0,74,FIN,8482691,L,204,C,Aatu Raty
1992-04-20,10.0,2010.0,77,CAN,8475795,R,240,D,Dylan McIlrath
1994-12-02,5.0,2013.0,73,SWE,8477496,R,200,C,Elias Lindholm
1997-05-28,43.0,2015.0,76,SVK,8478416,R,230,D,Erik Cernak
1988-05-28,26.0,2007.0,72,CAN,8474102,R,202,L,David Perron
2003-06-13,51.0,2021.0,72,FIN,8482758,L,184,R,Ville Koivunen
2003-01-30,3.0,2021.0,73,CAN,8482745,L,219,C,Mason McTavish
1990-06-01,38.0,2008.0,73,CHE,8474600,L,201,D,Roman Josi
1996-06-15,,,74,CAN,8482259,L,217,C,Bobby McMann
1992-12-07,8.0,2011.0,76,CAN,8476461,L,210,C,Sean Couturier
1999-01-01,18.0,2017.0,74,FIN,8480001,L,202,D,Urho Vaakanainen
1997-04-26,135.0,2015.0,70,RUS,8478864,L,202,L,Kirill Kaprizov
1993-03-15,,,68,CAN,8479941,R,193,R,Justin Danforth
2001-01-09,39.0,2019.0,74,USA,8481605,L,208,D,Jackson LaCombe
2001-09-19,8.0,2020.0,73,CAN,8482097,R,185,R,Jack Quinn
1995-08-14,82.0,2013.0,74,CAN,8477409,L,183,C,Carter Verhaeghe
2001-11-16,43.0,2020.0,74,SWE,8482476,L,204,L,Emil Heineman
2002-09-02,57.0,2020.0,78,USA,8482090,R,227,C,Jack Finley
1999-04-01,6.0,2017.0,75,CAN,8479996,R,201,C,Cody Glass
2005-12-07,12.0,2024.0,72,USA,8484798,L,183,D,Zeev Buium
1997-01-13,55.0,2015.0,74,RUS,8478508,L,201,C,Yakov Trenin
1989-03-17,24.0,2007.0,72,SWE,8474150,L,206,C,Mikael Backlund
2003-01-05,16.0,2021.0,72,CAN,8482747,L,192,L,Brennan Othmann
2006-03-01,28.0,2024.0,73,RUS,8484860,L,182,R,Matvei Gridin
1997-09-17,1.0,2016.0,75,USA,8479318,L,215,C,Auston Matthews
1998-05-05,35.0,2016.0,73,CAN,8479385,R,189,R,Jordan Kyrou
2001-10-03,12.0,2020.0,73,FIN,8482113,L,196,C,Anton Lundell
1991-03-28,208.0,2011.0,72,CZE,8476292,L,194,L,Ondrej Palat
1988-04-29,3.0,2006.0,74,CAN,8473604,L,201,C,Jonathan Toews
2005-01-22,19.0,2023.0,71,USA,8484197,L,188,C,Oliver Moore
1999-04-17,9.0,2017.0,78,CAN,8479992,L,222,C,Michael Rasmussen
2000-11-12,32.0,2019.0,75,USA,8481596,R,206,C,Shane Pinto
1996-10-17,14.0,2015.0,73,CAN,8478498,L,198,L,Jake DeBrusk
1996-07-08,7.0,2014.0,76,CAN,8477938,L,207,D,Haydn Fleury
1992-03-04,15.0,2010.0,76,USA,8475762,L,216,D,Derek Forbort
2005-03-11,17.0,2023.0,72,SWE,8484223,R,186,D,Axel Sandin-Pellikka
1996-05-29,183.0,2016.0,79,CAN,8479576,R,225,D,Vincent Desharnais
1990-02-06,82.0,2008.0,72,CAN,8474641,L,195,C,Adam Henrique
1995-04-19,93.0,2013.0,76,CAN,8477419,L,231,L,Mason Geertsen
2001-09-10,172.0,2019.0,74,USA,8481754,L,203,C,Nikita Nesterenko
1999-05-25,103.0,2017.0,72,USA,8479998,L,195,D,Mikey Anderson
1993-02-24,26.0,2011.0,73,CAN,8476479,L,200,C,Phillip Danault
1994-03-29,16.0,2012.0,76,CAN,8476880,R,225,R,Tom Wilson
1995-04-05,9.0,2013.0,73,CAN,8477500,L,225,C,Bo Horvat
1991-07-24,,,75,USA,8477845,R,210,D,Trevor van Riemsdyk
2001-06-25,8.0,2019.0,76,SWE,8481598,L,210,D,Philip Broberg
1993-01-08,53.0,2011.0,72,SWE,8476448,L,190,C,William Karlsson
2001-06-26,33.0,2019.0,74,USA,8481560,L,212,R,Arthur Kaliyev
1999-03-11,125.0,2019.0,76,USA,8480355,R,234,C,Mark Kastelic
1995-09-17,117.0,2014.0,72,CAN,8478047,L,186,L,Michael Bunting
2006-02-15,9.0,2024.0,72,CAN,8484768,R,179,D,Zayne Parekh
1989-06-13,12.0,2007.0,73,USA,8474151,L,216,D,Ryan McDonagh
1994-10-03,4.0,2013.0,76,USA,8477495,R,213,D,Seth Jones
2000-01-07,12.0,2018.0,76,CAN,8480865,R,200,D,Noah Dobson
2002-03-29,26.0,2020.0,72,CAN,8482089,L,201,L,Jake Neighbours
2002-07-17,37.0,2020.0,71,RUS,8482177,L,184,C,Marat Khusnutdinov
2004-04-04,47.0,2022.0,70,CAN,8483452,R,173,C,Hunter Haight
1998-06-06,141.0,2018.0,74,BLR,8481068,L,196,C,Yegor Sharangovich
1999-02-26,189.0,2017.0,72,CAN,8480259,L,187,C,Ben Jones
1995-03-02,12.0,2013.0,70,CAN,8477503,L,208,C,Max Domi
1997-05-22,106.0,2016.0,74,USA,8479520,L,210,R,Brandon Duhaime
2004-07-05,38.0,2022.0,74,CAN,8483489,L,204,C,Fraser Minten
1993-04-08,112.0,2014.0,70,SWE,8478042,R,181,L,Viktor Arvidsson
2004-07-30,49.0,2022.0,74,FIN,8483497,L,212,R,Jani Nyman
1993-06-17,9.0,2011.0,78,CAN,8476462,R,230,D,Dougie Hamilton
1991-04-01,69.0,2009.0,73,CAN,8475191,L,185,R,Reilly Smith
1998-06-24,3.0,2016.0,76,CAN,8479400,L,220,L,Pierre-Luc Dubois
1995-02-02,17.0,2013.0,72,CAN,8477508,R,203,C,Curtis Lazar
1995-11-21,159.0,2015.0,75,RUS,8478882,L,210,D,Vladislav Gavrikov
1992-05-13,178.0,2010.0,75,CAN,8475913,R,210,R,Mark Stone
2000-09-05,,,73,USA,8484136,L,181,C,Max Sasson
1998-02-11,29.0,2016.0,75,USA,8479365,L,221,C,Trent Frederic
1991-01-03,,,70,CAN,8475461,L,187,L,Andrew Agozzino
2004-04-08,8.0,2022.0,73,AUT,8483464,L,202,C,Marco Kasper
1997-06-08,28.0,2015.0,71,CAN,8478463,L,181,L,Anthony Beauvillier
2001-05-24,23.0,2019.0,73,SWE,8481601,L,208,R,Simon Holmstrom
1992-11-23,2.0,2011.0,73,SWE,8476455,L,215,L,Gabriel Landeskog
1999-09-13,45.0,2017.0,73,FRA,8480074,L,196,L,Alexandre Texier
1999-04-29,,,73,USA,8481237,L,190,C,Kyle MacLean
1989-12-20,,,75,CAN,8475690,R,200,D,Chris Tanev
2003-02-09,8.0,2021.0,74,CAN,8482730,R,200,D,Brandt Clarke
1991-12-15,,,69,CAN,8476826,L,173,C,Yanni Gourde
1993-04-18,6.0,2011.0,74,SWE,8476459,R,208,C,Mika Zibanejad
1991-07-23,55.0,2009.0,71,RUS,8475200,L,215,D,Dmitry Orlov
2005-10-05,15.0,2024.0,73,NOR,8484794,R,204,R,Michael Brandsegg-Nygård
1996-05-13,90.0,2014.0,73,CAN,8478020,R,206,R,Michael Amadio
2005-05-20,28.0,2023.0,72,CAN,8484158,L,190,R,Easton Cowan
1997-02-11,,,73,USA,8479671,R,232,R,Mathieu Olivier
1991-12-31,,,72,CAN,8479293,L,189,L,Brandon Tanev
1996-12-19,92.0,2015.0,75,USA,8478840,R,199,D,Will Borgen
2001-05-14,1.0,2019.0,71,USA,8481559,L,175,C,Jack Hughes
1995-09-01,1.0,2013.0,72,CAN,8477492,R,200,C,Nathan MacKinnon
2001-07-05,159.0,2019.0,80,SWE,8481725,L,252,L,Elmer Soderblom
1996-05-08,38.0,2014.0,77,SWE,8477969,L,174,D,Marcus Pettersson
2000-08-07,101.0,2020.0,73,SWE,8482482,L,188,D,Adam Wilsby
1997-01-28,,,73,CAN,8479705,L,214,L,Jeffrey Viel
1998-02-04,145.0,2016.0,75,CAN,8479359,L,209,L,Beck Malenstyn
2003-09-05,139.0,2023.0,76,CAN,8484428,R,220,D,Charles Alexis Legault
2001-01-16,62.0,2020.0,73,CAN,8482201,L,189,C,Gage Goncalves
